,8/12/2021 22:26:58,,QA Tester,,United States,,CO,,Arvada,,"36,000.00",,USD,,"$36,000.00",,51-250,,2-5,,17,,Male,,Yes,,No,,White (Original Peoples of Eastern Europe ),,"Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Paid Leave, Sick Leave, Vision Insurance",,Yes,,Yes,,No,,"Not receiving 401K due to ""temporary employee"" status.",,"Not all experience needs to be professional/gamedev experience. Use Twitter/Twitch to your advantage; share your progress/projects, interact/learn from other devs, make acquaintances.",
,8/12/2021 22:30:35,,Senior Environment Artist,,United States,,GA,,Atlanta,,"84,000.00",,USD,,"$84,000.00",,251-1000,,6-10,,,,Male,,Figuring things out but currently Cis/Hetero presenting,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Health Savings Account (HSA), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Vision Insurance, Work From Home, Fitness Stipend",,Yes,,Yes,,Yes,,Salary jumped dramatically when I was offered Lead (later dropped to Senior due to team size) prior was around 50k and I had to negotiate that it be raised to meet the lead salary band,,"Negotiate well early on, they are hesitant to raise salaries in large quantities all at once, even if the salary is outside the internal salary band",
,8/12/2021 22:37:13,,UI/UX Lead,,United States,,WA,,Seattle,,"100,000.00",,USD,,"$100,000.00",,11-50,,6-10,,,,Male,,Yes,,No,,White (Original Peoples of Eastern Europe ),,"Dental Insurance, Health Insurance (Medical), Life Insurance, Paid Leave, Work From Home",,Yes,,Yes,,Yes,,,,,
,8/12/2021 22:55:03,,Producer,,United States,,California,,Irvine,,"50,000.00",,USD,,"$50,000.00",,11-50,,2-5,,24,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Dental Insurance, Health Insurance (Medical), Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Work From Home",,No,,No,,No,,"Publisher, not development studio",,"Three tips: 

1. Tailor your resume to match the language in the job description. Don't lie, but mirror the phrasing they use to convey that you know what they're asking for and that you are capable of doing it. Make it as easy as possible for them to check the box that says ""this person has what it takes.""

2. In your interview, ask significant questions when they ask you ""do you have any questions for me."" Take them to task about their culture with regards to crunch and PTO, how moonlighting or outside work is handled, how failure is handled by management, what advancement and development opportunities have been afforded to your interviewers and what will be available to you. Take diligent notes, and if you ask the same questions to multiple interviewers, compare them to see if there's internal consistency. 

3. When you get an offer, YOU SHOULD NEGOTIATE YOUR SALARY. Google ""Kalzumeus Salary Negotiation"" for a great primer. You are worth the money, you are worth the effort. Don't let them trick you into settling for less.",
,8/12/2021 23:01:18,,Design Director,,Canada,,,,,,"175,000.00",,USD,,"$175,000.00",,11-50,,11-15,,200,,Female,,No,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.), Paid Leave, Sick Leave, Work From Home",,Yes,,Yes,,Yes,,,,,
,8/12/2021 23:03:51,,Technical Designer,,Canada,,British Columbia,,Coquitlam,,"88,000.00",,CAD,,"$64,530.84",,51-250,,6-10,,,,Male,,No,,Pending diagnosis,,White (Original Peoples of Eastern Europe ),,"Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave, Work From Home",,Yes,,Yes,,No,,,,,
,8/12/2021 23:05:40,,Character Concept Artist,,USA,,Ohio,,,,"70,000.00",,USD,,"$70,000.00",,51-250,,2-5,,,,Female,,Yes,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.), Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave, Stock Options, Transit Support, Vision Insurance, Work From Home",,Yes,,Yes,,No,,,,,
,8/12/2021 23:24:38,,Composer,,Indonesia,,Jawa timur,,Surabaya,,"48,000,000.00",,IDR,,"$3,083.54",,1-10,,11-15,,200000,,Male,,No,,No,,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",,"Bonus Structure (project based, profit sharing, etc.), Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Maternity Leave, Sick Leave, Work From Home",,Yes,,Yes,,Yes,,,,Good luck!,
,8/12/2021 23:32:40,,Community Manager,,United States of America,,TX,,Austin,,"72,000.00",,USD,,"$72,000.00",,11-50,,6-10,,,,Non-binary,,Yes,,Yes,,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent), Native Hawaiian or Other Pacific Islander (Origins of Hawaii, Guam, Samoa, and other Pacific Islands), White (Original Peoples of Eastern Europe )",,"Dental Insurance, Health Savings Account (HSA), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Sick Leave, Vision Insurance, Work From Home",,Yes,,No,,No,,,,,
,8/12/2021 23:37:38,,Lead Community Manager,,Sweden,,,,Stockholm,,"53,000.00",,EUR,,"$56,179.21",,51-250,,6-10,,,,Non-binary,,Yes,,Yes,,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent), Native Hawaiian or Other Pacific Islander (Origins of Hawaii, Guam, Samoa, and other Pacific Islands), White (Original Peoples of Eastern Europe )",,"Bonus Structure (project based, profit sharing, etc.), Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave, Work From Home, Relocation Support, 30 paid vacation days, and 13 paid public holidays.",,Yes,,Yes,,Yes,,I moved from the United States to Sweden for better work-life balance and time off. I do not have a college degree and my employer sponsored my entire work permit and relocation package.,,,
,8/12/2021 23:38:37,,Combat Designer,,United States,,Texas,,Austin,,"85,000.00",,USD,,"$85,000.00",,51-250,,6-10,,40,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Dental Insurance, Health Insurance (Medical), Life Insurance, Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave, Vision Insurance, Work From Home",,No,,Yes,,No,,,,,
,8/12/2021 23:44:39,,Sr. Game Designer,,USA,,California,,San Diego,,"120,000.00",,USD,,"$120,000.00",,251-1000,,11-15,,,,Male,,No,,No,,Black (Original Peoples of Africa and the Caribbean),,"Bonus Structure (project based, profit sharing, etc.), Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Health Savings Account (HSA), Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paternity Leave, Sick Leave, Vision Insurance, Work From Home",,Yes,,Yes,,No,,,,,
,8/12/2021 23:52:42,,Release Manager II,,United States,,California,,Los Angeles,,"110,000.00",,USD,,"$110,000.00",,1000+,,2-5,,,,Male,,Questioning,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Health Savings Account (HSA), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.), Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave, Vision Insurance, WFH Mondays and Fridays, Subsidized breakfast/lunch/dinner/snacks, Games stipend, Wellness stipend, Craft classes/training",,Yes,,Yes,,No,,,,"Rejections are not a reflection of your worth. You can get rejected even if you're qualified, and for reasons you may never get to know. To combat this, apply often (every ~6 months) and know your worth. If you're reading this, you're in the right place and doing the right thing!",
,8/12/2021 23:53:38,,Associate Software Engineer,,United States of America,,California,,Los Angeles,,"125,000.00",,USD,,"$125,000.00",,1000+,,6-10,,60.1,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Dental Insurance, Health Insurance (Medical), Health Savings Account (HSA), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave, Stock Options, Vision Insurance",,Yes,,No,,No,,,,,
,8/12/2021 23:56:11,,3D Artist & Community Manager,,New Zealand,,Northland,,Auckland,,"40,000.00",,NZD,,"$25,032.00",,1-10,,2-5,,20,,Female,,Yes,,No,,White (Original Peoples of Eastern Europe ),,"Flexible Work Hours, Maternity Leave, Paid Leave, Sick Leave, Work From Home",,No,,Yes,,Yes,,,,,
,8/12/2021 23:56:59,,Associate Content Manager,,United States,,California,,Los Angeles,,"72,000.00",,USD,,"$72,000.00",,1000+,,2-5,,37.5,,Male,,Yes,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Health Savings Account (HSA), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.), Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave, Stock Options, Transit Support, Vision Insurance, Work From Home",,Yes,,Yes,,No,,,,,
,8/13/2021 0:11:55,,Senior Game Designer,,USA,,California,,Irvine,,"130,000.00",,USD,,"$130,000.00",,1000+,,11-15,,,,Male,,Yes,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Health Savings Account (HSA), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave, Vision Insurance",,No,,Yes,,No,,,,more technical expertise always helps!!,
,8/13/2021 0:16:58,,Community and Support Associate,,Australia,,Victoria,,Melbourne,,"52,000.00",,AUD,,"$34,716.50",,11-50,,0-1,,,,Female,,Yes,,No,,White (Original Peoples of Eastern Europe ),,"Flexible Work Hours, Paid Leave, Paternity Leave, Sick Leave, Work From Home",,No,,Yes,,No,,,,,
,8/13/2021 0:17:50,,Game programmer,,Indonesia,,West Java,,Bandung,,"14,400.00",,USD,,"$14,400.00",,1-10,,6-10,,7.5,,Male,,No,,No,,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",,"Flexible Work Hours, Paid Leave, Sick Leave",,No,,Yes,,No,,,,,
,8/13/2021 0:18:30,,Associate Producer,,United States,,Texas,,Austin,,"63,000.00",,USD,,"$63,000.00",,251-1000,,2-5,,,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Health Savings Account (HSA), Life Insurance, Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Vision Insurance, Work From Home",,No,,No,,Yes,,Normalize discussing your salary with your co-workers. My pay discrepancy was not addressed until I discovered it.,,,
,8/13/2021 0:19:45,,Associate Game Designer,,United States,,Florida,,Orlando,,"72,000.00",,USD,,"$72,000.00",,1000+,,6-10,,29.5,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Health Savings Account (HSA), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.), Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave, Stock Options, Vision Insurance, Work From Home",,Yes,,Yes,,No,,,,,
,8/13/2021 0:37:42,,Level Designer,,Canada,,BC,,,,"130,000.00",,CAD,,"$95,329.65",,1000+,,6-10,,63,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Flexible Work Hours, Work From Home, Paid OT (at standard rate)",,No,,No,,No,,Work remote for US studio ,,Don’t be too loyal to a company. They aren’t that loyal to you. ,
,8/13/2021 0:52:01,,Associate Technical Animator,,United States,,Maryland,,Baltimore,,"58,000.00",,USD,,"$58,000.00",,51-250,,2-5,,28,,Male,,No,,No,,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",,"Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Health Savings Account (HSA), Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Vision Insurance, Work From Home",,Yes,,Yes,,No,,,,,
,8/13/2021 0:52:30,,Narrative/Content Designer,,United States,,California,,Orange,,"52,000.00",,USD,,"$52,000.00",,11-50,,2-5,,,,Male,,Yes,,No,,White (Original Peoples of Eastern Europe ),,"Dental Insurance, Health Insurance (Medical), Paid Leave, Sick Leave, Work From Home",,Yes,,Yes,,No,,,,,
,8/13/2021 0:55:16,,Quality Analyst II,,United States,,Washington,,Seattle,,"85,000.00",,USD,,"$85,000.00",,1000+,,2-5,,41,,Female,,Yes,,No,,White (Original Peoples of Eastern Europe ),,"Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Health Savings Account (HSA), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Sick Leave, Stock Options, Transit Support, Vision Insurance, Work From Home",,Yes,,Yes,,No,,,,"If you qualify for 25% of the job requirements, are confident that you could learn most if not all of the other job requirements in about six months, and believe you would be happy and mentally stimulated with the role, submit your application. ",
,8/13/2021 1:00:13,,Engineer,,United States,,Arizona,,,,"105,000.00",,USD,,"$105,000.00",,11-50,,6-10,,,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Retirement Savings Plan (RRSP, 401(k), etc.), Vision Insurance, Work From Home",,Yes,,Yes,,No,,,,,
,8/13/2021 1:04:46,,Community Manager,,Sweden,,Stockholm,,Stockholm,,"44,500.00",,USD,,"$44,500.00",,51-250,,2-5,,,,Female,,No,,No,,White (Original Peoples of Eastern Europe ),,"Flexible Work Hours, Health Insurance (Medical), Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.), Paid Leave, Paternity Leave, Sick Leave",,Yes,,Yes,,No,,,,,
,8/13/2021 1:37:16,,Senior Audio Designer,,UK,,,,,,"38,000.00",,GBP,,"$45,763.21",,51-250,,2-5,,,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Sick Leave, Stock Options, Work From Home",,No,,No,,No,,,,,
,8/13/2021 1:43:11,,Lead Game Designer,,United Kingdom,,South Yorkshire,,Sheffield,,"50,000.00",,GBP,,"$60,214.75",,1000+,,11-15,,,,Male,,Yes,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Dental Insurance, Flexible Work Hours, Health Savings Account (HSA), Life Insurance, Retirement Savings Plan (RRSP, 401(k), etc.), Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave, Stock Options, Work From Home",,Yes,,Yes,,Yes,,Unionize.,,"Job interviews are a two way interview. You are interviewing the company as well as they are you. 

Always edit your cv to match the company, even minor edits can make a difference. A few key duties you have that may seem small and not worth adding to your CV will be worth it if they overlap with a roles description.

Prospective applications are read and passed on. 

Apply even if your skills aren't quite matching the description, undoubtedly the hiring manager or recruitment team are pushing their luck in terms of seniority but often there's flexibility.",
,8/13/2021 1:58:06,,Senior Producer,,Spain,,,,Barcelona,,"76,000.00",,EUR,,"$80,558.86",,51-250,,6-10,,,,Female,,No,,No,,"Latinx (Original Peoples of Cuba, Haiti, Mexico, South or Central America, or other Spanish Culture)",,"Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Maternity Leave, Stock Options",,Yes,,Yes,,Yes,,,,,
,8/13/2021 1:58:25,,Project Manager,,United States,,CA,,San Francisco,,"80,000.00",,USD,,"$80,000.00",,1000+,,2-5,,44,,Female,,Yes,,Yes,,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent), White (Original Peoples of Eastern Europe )",,Work From Home,,No,,No,,No,,,,"if you're not happy with your salary, bring it up to your manager! sometimes things slip by, and sometimes that thing is ""the raise you were supposed to get""",
,8/13/2021 2:04:08,,Narrative Designer,,Sweden,,Stockholm,,Stockholm,,"43,260.00",,USD,,"$43,260.00",,251-1000,,6-10,,,,Female,,Yes,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Flexible Work Hours, Life Insurance, Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave",,No,,No,,No,,,,"Negotiate. Don't settle for the bare minimum just because it's the first thing you're offered. Ask colleagues their salaries, and remember: being cagey only benefits the company. ",
,8/13/2021 2:06:04,,Senior Localization Coordinator,,Sweden,,-,,Stockholm,,"41,500.00",,SEK,,"$3,965.81",,251-1000,,11-15,,,,Female,,No,,No,,Nordic,,"Bonus Structure (project based, profit sharing, etc.), Flexible Work Hours, Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.), Paid Leave, Paternity Leave, Sick Leave, Vision Insurance, Work From Home, Wellness allowance, Morning fika, activities (yoga, bootcamp etc), massage, After Works, fruit baskets, monthly birthday bonanza, release parties, discounts",,Yes,,Yes,,No,,,,,
,8/13/2021 2:09:19,,General Artist,,United Kingdom,,United Kingdom,,,,"24,000.00",,GBP,,"$28,903.08",,11-50,,2-5,,,,Female,,No,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave, Transit Support, Vision Insurance, Work From Home",,Yes,,Yes,,No,,,,,
,8/13/2021 2:10:05,,Senior Programmer,,Sweden,,Stockholm,,Stockholm,,"588,000.00",,SEK,,"$56,190.20",,251-1000,,6-10,,,,Male,,Yes,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.), Paid Leave, Paternity Leave, Sick Leave",,No,,No,,No,,,,,
,8/13/2021 2:17:51,,Producer,,Sweden,,,,Stockholm,,"432,000.00",,SEK,,"$41,282.60",,251-1000,,2-5,,,,Female,,Yes,,Yes,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Flexible Work Hours, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.), Paid Leave, Paternity Leave, Sick Leave, Vision Insurance, Work From Home",,No,,Yes,,Yes,,,,,
,8/13/2021 2:18:53,,Game Programmer,,Spain,,,,,,"24,000.00",,USD,,"$24,000.00",,1-10,,0-1,,13,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Flexible Work Hours, Work From Home",,No,,No,,No,,,,,
,8/13/2021 2:21:20,,Midlevel QA Tester,,Sweden,,,,,,"345,600.00",,SEK,,"$33,026.08",,251-1000,,0-1,,,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Paid Leave, Paternity Leave, Sick Leave, Stock Options",,No,,No,,No,,,,,
,8/13/2021 2:28:44,,Audio Programmer,,Sweden,,,,Stockholm,,"44,200.00",,USD,,"$44,200.00",,251-1000,,0-1,,,,Female,,No,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Flexible Work Hours, Health Insurance (Medical), Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.), Paid Leave, Paternity Leave, Sick Leave, Work From Home",,No,,Yes,,No,,,,,
,8/13/2021 2:34:22,,Concept Artist,,United States,,California,,Los Angeles ,,"115,000.00",,USD,,"$115,000.00",,1000+,,2-5,,,,Genderfluid,,Yes,,Yes,,White (Original Peoples of Eastern Europe ),,"Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Life Insurance, Retirement Savings Plan (RRSP, 401(k), etc.), Paid Leave, Paternity Leave, Sick Leave",,Yes,,Yes,,No,,,,,
,8/13/2021 2:36:55,,Game Composer,,Indonesia,,Jawa Tengah,,Kabupaten Semarang,,"3,000,000.00",,IDR,,$192.72,,1-10,,6-10,,12.5,,Male,,No,,No,,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",,"Flexible Work Hours, Work From Home",,No,,No,,No,,"help us, please",,"if the society still look art as something cheap, try to search for better income source",
,8/13/2021 2:42:51,,Principal Engineer,,United States,,WA,,LYNNWOOD,,"135,000.00",,USD,,"$135,000.00",,1000+,,16+,,65,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Health Savings Account (HSA), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.), Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave, Stock Options, Transit Support, Vision Insurance, Work From Home",,No,,Yes,,No,,,,"Look at companies adjacent to the game industry, like Microsoft, Red Hat, etc. You might find what you're looking for with better hours and benefits.",
,8/13/2021 2:43:42,,Senior producer,,England,,North West,,Liverpool,,"41,000.00",,GBP,,"$49,376.10",,51-250,,6-10,,22.5,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Flexible Work Hours, Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave, Stock Options, Work From Home",,No,,Yes,,Yes,,,,,
,8/13/2021 2:45:39,,Producer,,France,,Occitanie,,Montpellier,,"32,000.00",,EUR,,"$33,919.52",,1-10,,6-10,,17,,F,,Yes,,No,,White (Original Peoples of Eastern Europe ),,"Flexible Work Hours, Paid Leave, Work From Home, Food tickets",,No,,No,,Yes,,,,,
,8/13/2021 2:46:50,,Narrative Designer,,Sweden,,,,,,"38,400.00",,USD,,"$38,400.00",,251-1000,,2-5,,,,Female,,No,,No,,White (Original Peoples of Eastern Europe ),,"Flexible Work Hours, Paid Leave, Sick Leave, Vision Insurance, Work From Home",,No,,Yes,,No,,,,,
,8/13/2021 2:49:36,,Narrative designer,,France,,,,Paris,,"41,000.00",,EUR,,"$43,459.39",,11-50,,6-10,,22,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Dental Insurance, Health Insurance (Medical), Paid Leave, Vision Insurance, Work From Home",,Yes,,Yes,,No,,"All the advantages I checked are mandatory in France or provided by State, except for remote working.",,,
,8/13/2021 2:52:46,,Creative Director,,UK,,,,London,,"110,000.00",,GBP,,"$132,472.45",,11-50,,11-15,,,,Female,,Yes,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Flexible Work Hours, Health Insurance (Medical), Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.), Paid Leave, Sick Leave, Stock Options, Work From Home",,Yes,,Yes,,Yes,,,,,
,8/13/2021 2:52:50,,Senior Producer,,United States ,,California,,San Francisco ,,"105,000.00",,USD,,"$105,000.00",,51-250,,6-10,,,,Female,,No,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Health Savings Account (HSA), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paternity Leave, Sick Leave, Vision Insurance, Work From Home",,No,,Yes,,Yes,,"Objectively, my salary is fair. Subjectively, given my level of responsibility and the amount of stuff I do, I should probably get more. ",,,
,8/13/2021 3:01:05,,Gameplay Programmer,,Germany,,Hessen,,Darmstadt,,"40,000.00",,EUR,,"$42,399.40",,11-50,,2-5,,,,M,,No,,No,,White (Original Peoples of Eastern Europe ),,"Flexible Work Hours, Paid Leave, Sick Leave, Transit Support, Work From Home",,Yes,,Yes,,No,,,,,
,8/13/2021 3:04:19,,co-founder indie studio,,Indonesia,,DIY,,Sleman,,"132,000,000.00",,IDR,,"$8,479.73",,1-10,,6-10,,,,Male,,No,,No,,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",,"Bonus Structure (project based, profit sharing, etc.), Work From Home",,Yes,,No,,Yes,,,,"never undervalue yourself, gamedevs solve complex problem all the time",
,8/13/2021 3:06:00,,Technical Artist,,Germany,,,,,,"36,000.00",,EUR,,"$38,159.46",,1-10,,2-5,,20,,Male,,No,,No,,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",,"Health Insurance (Medical), Maternity Leave, Paid Leave, Paternity Leave, Sick Leave, Work From Home, Most of these are by law in my country.",,No,,No,,No,,"I am not satisfied with benefits, solely because it doesn't evolve growth/further education",,"Ask how raises / bonuses are being handled at a job interview. If they answer ""(maybe) at the end of the project."" this is a sign, that you probably have to switch the company later on for a decent raise.
Also ask if they support further education (sending you to conventions, working through courses on company time/money,...) imo that is very important for the company to be competitive and also for you to grow as a person.",
,8/13/2021 3:07:07,,Junior Game Designer,,Sweden,,,,Stockholm,,"360,000.00",,SEK,,"$34,402.17",,251-1000,,2-5,,,,Female (or something),,Yes,,Yes,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Flexible Work Hours, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.), Paid Leave, Paternity Leave, Sick Leave",,No,,No,,No,,,,,
,8/13/2021 3:08:31,,VFX Artist,,Germany,,Hamburg,,Hamburg,,"52,800.00",,EUR,,"$55,967.21",,11-50,,6-10,,,,male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Flexible Work Hours, Paternity Leave, Sick Leave, Work From Home, Free beer, Free e-Bike",,Yes,,Yes,,No,,,,,
,8/13/2021 3:16:11,,Data Analyst,,United Kingdom ,,London,,London,,"41,000.00",,GBP,,"$49,376.10",,251-1000,,2-5,,,,Female,,Yes,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Flexible Work Hours, Health Insurance (Medical), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Sick Leave, Work From Home",,Yes,,Yes,,No,,,,Be realistically optimistic!,
,8/13/2021 3:19:15,,Environment Artist,,Germany,,Hesse,,Frankfurt,,"44,000.00",,EUR,,"$46,639.34",,251-1000,,2-5,,21,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Flexible Work Hours, Extra days off",,Yes,,No,,No,,,,,
,8/13/2021 3:21:25,,Senior Media Producer,,England,,,,,,"38,000.00",,GBP,,"$45,763.21",,11-50,,6-10,,,,Male,,Yes,,No,,White (Original Peoples of Eastern Europe ),,"Flexible Work Hours, Health Insurance (Medical), Retirement Savings Plan (RRSP, 401(k), etc.), Paid Leave, Sick Leave, Work From Home",,No,,No,,No,,,,,
,8/13/2021 3:24:34,,Producer,,United Kingdom,,Nottinghamshire,,Nottingham,,"35,000.00",,GBP,,"$42,150.33",,1-10,,6-10,,,,Female,,Yes,,No,,Anglo Italian,,"Bonus Structure (project based, profit sharing, etc.), Flexible Work Hours, Health Insurance (Medical), Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave, Work From Home",,No,,Yes,,Yes,,,,,
